Metric,Spearman_Rho,P_Value,N_samples,Adj_P_Value,Significant
2-up_adjacency-0_clustering_coefficient_mean,-0.9523809523809524,0.000260400024387251,8,0.02734200256066135,True
up_adjacency-1_clustering_coefficient_mean,-0.9523809523809524,0.000260400024387251,8,0.02734200256066135,True
up_adjacency-1_clustering_coefficient_max,0.8455943246644704,0.008170171744914217,8,0.2054919234183188,False
down_adjacency-1_clustering_coefficient_min,-0.8455943246644704,0.008170171744914217,8,0.2054919234183188,False
up_incidence-1_kirchhoff_index_min,-0.8247860988423227,0.011742395623903931,8,0.2054919234183188,False
up_adjacency-1_kirchhoff_index_min,-0.8247860988423227,0.011742395623903931,8,0.2054919234183188,False
2-down_incidence-2_kirchhoff_index_min,-0.8247860988423227,0.011742395623903931,8,0.2054919234183188,False
2-up_adjacency-0_kirchhoff_index_min,-0.8247860988423227,0.011742395623903931,8,0.2054919234183188,False
down_incidence-2_kirchhoff_index_min,-0.8247860988423227,0.011742395623903931,8,0.2054919234183188,False
up_incidence-1_spectral_radius_min,-0.8247860988423227,0.011742395623903931,8,0.2054919234183188,False
2-up_incidence-0_spectral_radius_min,-0.8247860988423227,0.011742395623903931,8,0.2054919234183188,False
2-up_incidence-0_kirchhoff_index_min,-0.8247860988423227,0.011742395623903931,8,0.2054919234183188,False
down_adjacency-1_spectral_radius_min,-0.730552019767088,0.03955562790429755,8,0.6389755276848066,False
down_incidence-1_degree_assortativity_mean,0.6666666666666669,0.07098765432098755,8,0.813897427770142,False
up_incidence-0_degree_assortativity_mean,0.6666666666666669,0.07098765432098755,8,0.813897427770142,False
2-up_adjacency-0_clustering_coefficient_max,0.6546536707079772,0.07814074941121583,8,0.813897427770142,False
up_adjacency-1_degree_assortativity_max,0.6467181814331598,0.08308772479827906,8,0.813897427770142,False
up_adjacency-0_spectral_gap_min,-0.6467181814331598,0.08308772479827906,8,0.813897427770142,False
2-up_adjacency-0_degree_assortativity_max,0.6273764344284781,0.09589144448932292,8,0.813897427770142,False
2-up_adjacency-0_degree_assortativity_mean,0.5952380952380953,0.11952980613879269,8,0.813897427770142,False
up_incidence-0_degree_assortativity_max,0.5952380952380953,0.11952980613879269,8,0.813897427770142,False
down_incidence-1_degree_assortativity_max,0.5952380952380953,0.11952980613879269,8,0.813897427770142,False
up_adjacency-1_degree_assortativity_mean,0.5952380952380953,0.11952980613879269,8,0.813897427770142,False
2-up_adjacency-0_spectral_radius_min,-0.5773502691896258,0.13397459621556115,8,0.813897427770142,False
2-down_incidence-2_dirichlet_energy_min,-0.5773502691896258,0.13397459621556115,8,0.813897427770142,False
up_adjacency-1_clustering_coefficient_min,-0.5773502691896258,0.13397459621556115,8,0.813897427770142,False
down_adjacency-1_dirichlet_energy_min,-0.5773502691896258,0.13397459621556115,8,0.813897427770142,False
2-down_incidence-2_spectral_radius_min,-0.5773502691896258,0.13397459621556115,8,0.813897427770142,False
down_incidence-2_dirichlet_energy_min,-0.5773502691896258,0.13397459621556115,8,0.813897427770142,False
up_adjacency-1_spectral_radius_min,-0.5773502691896258,0.13397459621556115,8,0.813897427770142,False
down_incidence-2_spectral_radius_min,-0.5773502691896258,0.13397459621556115,8,0.813897427770142,False
2-up_adjacency-0_clustering_coefficient_min,-0.5773502691896258,0.13397459621556115,8,0.813897427770142,False
down_adjacency-1_clustering_coefficient_max,0.5748606057183643,0.13605826238809157,8,0.813897427770142,False
up_adjacency-0_spectral_radius_min,-0.5707645756108212,0.13952527333202433,8,0.813897427770142,False
up_incidence-0_spectral_radius_min,-0.5707645756108212,0.13952527333202433,8,0.813897427770142,False
